Nome;"Latitude Graus";"Latitude Minutos";"Latitude Segundos";"Longitude Graus";"Longitude Minutos";"Longitude Segundos";"Marca Antena";CEP;Endereco;Numero;Bairro;Cidade;ODU;BUC;"Marca Antena"
SES-ATIA-3354;18;02;16;41;06;27;skyware;39851-000;"Rua João José de Almeida";"66 ";;ATALÉIA;"SL 4033";"Satlink 4033";
SES-CALO-3987;20;53;38;45;16;45;skyware;37270-000;"Av. Sete de setembro";;;"CAMPO BELO";"SL 4033";;
SES-CALO-3980;20;52;41;45;16;43;skyware;37270-000;"Av. Américo Leão - S/N";;;"CAMPO BELO";"SL 4033";;
SES-FEOS-3750;19;13;49;43;01;12;skyware;35800000;"RUA AMIR SOARES DE CARVALHO ";" n215";"Bairro SANTA LUZIA";FERROS;"SL 4033";;
SES-ITRI-4105;18;02;06;41;40;47;skyware;39830-00;" R: Brasília";"90 ";" Centro";ITAMBACURI;"SL 4033";;
SES-JAIA-3641;15;29;32;44;22;00;skyware;"	39480-000";"Avenida Marechal Deodoro da FOnseca";" 546 ";" Almoxarifado ";JANUARIA;;;
SES-LAAR-3655;18;10;40;46;48;23;skyware;38785000;"JOSE DE DEUS GODINHO ";" n38 ";" CENTRO";LAGAMAR;"SL 4033";;
SES-LAAR-3654;18;03;31;46;41;26;skyware;38785000;"RUA JOSE CORREA ";" n 61";"CENTRO / ZONA RURAL";LAGAMAR;;;
SES-MACU-3938;20;24;10;42;04;50;skyware;36900-000;"Rua Jose Moreira de Amorim";" s/n.";;MANHUAÇU;"SL 4033";;
SES-MACU-3935;20;16;36;42;03;09;skyware;36900-000;"Avenida Agenor de Paula Salazar";" 140.";;MANHUAÇU;"SL 4033";;
SES-MACU-3932;20;11;40;42;14;09;skyware;36900-000;"Av. Bom Pastor";" s/n";;MANHUAÇU;"SL 4033";;
SES-MACU-3931;20;14;40;42;16;17;skyware;36900-000;"Rua Pedro Joaquim do Carmo";" s/n.";;MANHUAÇU;"SL 4033";;
SES-MACU-3928;20;15;56;42;04;56;skyware;36900-000;"Rua Francisco Rodolfo";" s/n";;MANHUAÇU;"SL 4033";;
SES-OUTO-4022;20;22;45;43;30;54;skyware;35400-000;"Rua Mecânco José Português ";S/Nº;;"OURO PRETO";;;
SES-OUTO-4040;20;15;34;43;39;24;skyware;35406-000;"Rua Principal";S/Nº;;"OURO PRETO";"SL 4033";;
SES-PAVA-3562;21;17;20;43;24;55;skyware;36195-000;"Rua Astolfo Amaro Malta 54 - Centro";;;PAIVA;"SL 4033";;
SES-RIHO-0805;16;13;11;45;59;50;skyware;38640-000;"RUA LEONTINO JOSE PEREIRA 725 ";;;RIACHINHO;"SL 4033";;
SES-SACO-0821;22;07;15;45;02;55;skyware;37470-000;"avenida Madam Schimidt";" 46 ";" Federal";"SÃO LOURENÇO";"SL 4033";;
SES-SACO-4144;22;06;37;45;03;49;skyware;37470-000;" 	RUA DR. ANTÔNIO CARLOS 646";;;"SÃO LOURENÇO";"SL 4033";;
SES-SACO-4148;18;2;6;41;40;47;skyware;37470-00;" 	AV. DR. GETÚLIO VARGAS 2310";;;"SÃO LOURENÇO";"SL 4033";;
SES-SACO-4139;22;06;28;45;03;28;skyware;37470-000;"RUA JOSÉ BERNARDO 38 -  	CARIOCA";;;"SÃO LOURENÇO";"SL 4033";;
SES-SAAO-0790;16;22;05;45;04;13;skyware;39290-000;"Avenida NITON GONÇALVES PEREIRA";" 380 ";" CENTRO.";"SÃO ROMÃO";"SL 4033";;
SES-TENI-3689;17;50;45;41;29;51;skyware;39800000;"Rua Joaquim Martins da Silva ";" n35 ";" Bairro Matinha";"TEÓFILO OTONI";"SL 4033";;
SES-TENI-3680;17;52;46;41;30;15;skyware;39800000;"Rua Cabo Ramiro Ferreira ";" n40 ";" Bairro Vila Verônica";"TEÓFILO OTONI";"SL 4033";;
SES-BEIM-3829;19;57;00;44;07;05;skyware;32681-426;"Av. Belo Horizonte";" 154";;BETIM;"SL 4033";;
SES-BURE-0890;19;25;27;42;15;20;skyware;35193-000;"AV. VALÉRIO VIANA";" 20 ";" Centro";BUGRE;"SL 4033";;
SES-OUTO-4041;20;18;52;43;34;46;skyware;35410-000;"Rua principal";"S/N º";;"OURO PRETO";;;
SES-PARO-3561;15;31;49;43;04;10;skyware;39517-000;"  Rua João Raimundo de Carvalho";" nº 253. ";" Centro";"PAI PEDRO";"SL 4033";;
SES-SACO-4146;22;07;34;45;03;13;skyware;37470-000;" RUA JOAQUIM RAMOS 20";;;"SÃO LOURENÇO";"SL 4033";;
SES-SACO-4143;22;07;24;45;03;37;skyware;37470-000;"RUA ROSALBO BORTONI 436";;;"SÃO LOURENÇO";;;
SES-TENI-3688;17;52;28;41;30;08;patriot;"39800000 ";"Rua Carlos Langkammer";" n165 ";" Bairro Manoel Pimenta";"TEÓFILO OTONI";"SL 4033";;
SES-CALO-3973;20;52;0;45;16;37;skyware;37270-000;"Rua: Maguinólia nº 266";;;"CAMPO BELO";"SL 4033";;
SES-CALO-3977;20;54;11;45;16;00;skyware;37270-000;"Rua Namitala Miguel nº 155";;;"CAMPO BELO";"SL 4033";;
SES-DOES-3749;19;03;29;42;55;30;skyware;35894000;"RUA DO ROSÁRIO ";" n315 ";" Centro";"DORES DE GUANHÃES";"SL 4033";;
SES-MACU-3933;20;04;11;42;04;13;skyware;36900-000;"Rua Padre Francisco Carvalho";" 75.";;MANHUAÇU;"SL 4033";;
SES-OUTO-4026;20;23;5;43;29;7;skyware;35400-000;"Rua da Abolição";nº208;;"OURO PRETO";"SL 4033";;
SES-OUTO-4029;20;23;30;43;30;12;skyware;35400-000;"Rua Rodrigo Silva";" nº 295";;"OURO PRETO";"SL 4033";;
SES-SACO-4142;22;06;31;45;02;23;skyware;37470-000;" RUA HENRIQUE CAFASSO 32 - NOSSA SRA. DE LOURDES";;;"SÃO LOURENÇO";"SL 4033";;
SES-SACO-4147;22;06;20;45;01;57;skyware;37470-000;" 	RUA JOSÉ SIMEÃO DUTRA 1910";;;"SÃO LOURENÇO";"SL 4033";;
SES-SACO-4141;22;07;36;45;02;24;skyware;37470-000;" 	AL. VEREADOR VICENTE EMILIANO 255 -  	FEDERAL";;;"SÃO LOURENÇO";"SL 4033";;
SES-VIIA-0885;22;19;57;45;05;41;skyware;37465-000;"RUA MANUEL TERTULIANO PINTOCentro";;;VIRGÍNIA;"SL 4033";;
SES-MACU-3934;20;04;48;42;15;47;skyware;36900-000;"Rua Principal";" 325";;MANHUAÇU;"SL 4033";;
SES-RETA-3537;20;55;18;44;14;23;skyware;36340-000;"Praça Marco Reis";" 60";;"RESENDE COSTA";"SL 4033";;
SES-SACO-4149;22;07;14;45;02;50;skyware;37470-000;" 	RUA IDA MASCARENHAS LAGE 310 ";;;"SÃO LOURENÇO";"SL 4033";;
SES-DELO-0897;21;08;45;43;31;07;skyware;36210-000;"RUA PEDRO PAFURI";" 3";;"DESTERRO DO MELO";"SL 4033";"Satlink 4033";
SES-SACO-4137;22;07;00;45;02;35;skyware;37470-000;"RUA JOSÉ LOURENÇO 143";;;"SÃO LOURENÇO";"SL 4033";;
SES-ERIA-3268;20;50;23;42;39;36;skyware;36555-000;"Rua Andrades Irmãos nº 32";" centro";;ERVÁLIA;"SL 4033";;
SES-GUES-3758;18;46;48;42;55;44;skyware;39740000;"RUA BRUNO GLÓRIA ";" n116 ";" Bairro Pito";GUANHÃES;"SL 4033";;
SES-SAEI-3543;21;07;48;44;16;01;skyware;36300-258;"Rua José Pedro Azevedo";" s/n";;"SÃO JOÃO DEL REI";"SL 4033";"Satlink 4033";
SES-SACO-4138;22;06;12;45;03;29;skyware;37470-000;"RUA DR. MARCELO PRAZERES 20";;;"SÃO LOURENÇO";"SL 4033";;
SES-BEIM-3825;19;57;53;44;11;9;skyware;32670-295;"Av. Bandeirantes";441;;BETIM;"SL 4033";;
SES-CARI-0852;20;47;34;42;47;06;skyware;36560-000;"	RUA GOVERNADOR VALADARES";" S/N  ";" CENTRO";CAJURI;"SL 4033";;
SES-BEIM-3819;19;57;32;44;08;44;skyware;32667-005;"Rua Jovelino Gregorio da Silva";225;;BETIM;"SL 4033";;
SES-BEIM-3820;19;57;48;44;11;19;skyware;10.146.119.1;"Rua São Salvador";146;;BETIM;"SL 4033";;
SES-GUES-3755;18;46;50;42;55;38;skyware;39740000;"AV. MILTON CAMPOS ";" n1076 ";" Bairro NOSSA SRA. APARECIDA";GUANHÃES;"SL 4033";;
SES-GUES-3759;18;45;59;42;56;14;skyware;"39740000 ";"RUA PIO FERREIRA ";" n24 ";" Bairro Agroder";GUANHÃES;"SL 4033";;
SES-BEIM-3830;20;1;29;44;13;51;skyware;32661-820;"Av. Dr. Jose Mariano";"833 ";" Citrolândia";BETIM;"SL 4033";;
SES-OUTO-4050;20;32;10;43;32;56;skyware;35414-000;"Rua Manoel Gonçalves";S/Nº;;"OURO PRETO";;;
SES-BEIM-3828;19;57;01;44;07;11;skyware;32681-520;"Rua Augusto Severo";254;;BETIM;"SL 4033";;
SES-BEIM-3817;19;59;26;44;06;13;skyware;32668-126;"Rua Peru";191;;BETIM;"SL 4033";;
SES-BEIM-3831;20;01;29;44;15;51;skyware;32641-300;"Rua Allan Kardec";05;;BETIM;"SL 4033";;
SES-BEIM-3823;19;54;07;45;05;57;skyware;32602-384;"Rua Felipe dos Santos";"370 ";" Centro";BETIM;;;
SES-BANA-3624;21;11;45;43;47;31;patriot;36202-734;"Praça Fortaleza";" s/n";;BARBACENA;"SL 4033";;
SES-BEIM-3826;19;56;06;44;06;05;skyware;32687-050;"Rua Dona Silvina";300;;BETIM;"SL 4033";;
SES-BEIM-3818;19;58;27;44;8;25;skyware;32667-170;"Rua Joaquim Cezário Resende";55;;BETIM;"SL 4033";"Satlink 4033";
SES-BEIM-3814;19;58;26;44;08;24;skyware;32667-034;"Rua Lourença Maria de Jesus";61;;BETIM;"SL 4033";;
SES-OUTO-4048;20;32;10;43;32;56;skyware;35409-000;"Rua Vereador Julio Fortes";S/Nº;;"OURO PRETO";"SL 4033";;
SES-PAAE-0912;21;09;22;42;12;59;skyware;38860-000;"avenida Coronel Telemaco Pompei";" 97 ";" Centro";"PATROCÍNIO DO MURIAÉ";"SL 4033";;
