Nome;"Latitude Graus";"Latitude Minutos";"Latitude Segundos";"Longitude Graus";"Longitude Minutos";"Longitude Segundos";"Marca Antena";CEP;Endereco;Numero;Bairro;Cidade;ODU;BUC;"Marca Antena"
SES-SAIA-3231;19;45;08;43;52;58;skyware;33045-090;"Av. VIII";" Numero 50";;"SANTA LUZIA";"SL 4035";;
SES-MATA-0844;17;50;37;42;04;38;patriot;39690-000;"praça PIO XXII";" 0 ";" CENTRO";MALACACHETA;"SL 4035";;
SES-SAIA-3236;19;47;06;43;55;40;patriot;33105-460;"Rua Pará de Minas";" 2333";;"SANTA LUZIA";"SL 4033";;
SES-SAIA-3244;19;47;32;43;54;33;skyware;33115-090;"Rua Suiça";" 79";;"SANTA LUZIA";"SL 4035";;
SES-SAIA-3252;19;45;47;43;51;26;patriot;33010-360;"Av. Teixeira da Costa Sobrinho";" 741";;"SANTA LUZIA";"SL 4033";;
SES-DOVO-3266;20;58;38;43;11;42;skyware;36513-000;"Rua Francisco Grossi";" 0 ";;"DORES DO TURVO";"SL 4033";;
"SES-SAIA- 3242";19;47;24;43;55;43;patriot;33120-170;"Rua Jabaquara";" 187";;"SANTA LUZIA";"SL 4033";;
SES-AGAS-0934;17;05;16;40;56;19;skyware;39880-000;"Rua Joaquim Leandro";" 629 ";" São Vicente";"ÁGUAS FORMOSAS";"SL 4035";;
"SES-SAIA- 3233";19;47;37;43;54;46;patriot;33115-340;"Rua Holanda";" 100";;"SANTA LUZIA";"SL 4033";;
SES-SAIA-3246;19;46;36;43;52;34;skyware;33030-510;"Av. das Indústrias";" 675";;"SANTA LUZIA";"SL 4033";;
SES-SAIA-3240;19;45;39;43;52;53;patriot;33045-270;"Rua G";" 70";;"SANTA LUZIA";"SL 4033";;
SES-SARE-3272;21;04;27;42;38;10;skyware;36793-000;"Rua Ilca Fonseca Alves Duarte";" 0";;"SÃO SEBASTIÃO DA VARGEM ALEGRE";"SL 4033";"Satlink 4033";patriot
SES-SAIA-3243;19;47;46;43;55;19;skyware;33115-560;"Rua Machado de Assis";" 269";;"SANTA LUZIA";"SL 4033";;
SES-SARE-3271;21;04;22;42;08;13;patriot;36793-000;"Rua João Pinto de Faria";" 1323";;"SÃO SEBASTIÃO DA VARGEM ALEGRE";"SL 4033";;
SES-SAIA-3237;19;46;48;43;51;28;skyware;33025-280;"Rua Coronel Lima e Silva";" 3";;"SANTA LUZIA";"SL 4033";"Satlink 4033";patriot
SES-SAIA-3238;19;46;50;43;55;35;skyware;33145-160;"Rua Antônio de Pinho Tavares";" 268";;"SANTA LUZIA";"SL 4035";;
SES-DIIS-0956;15;43;54;40;59;54;patriot;39912-000;"Rua Wilson Castro Mares";" 333";;DIVISÓPOLIS;"SL 4033";;
SES-DOSO-3265;21;15;12;45;09;34;patriot;37474-000;"Rua Cônego José Divino";" 631";;"DOM VIÇOSO";"SL 4033";;
SES-ITRA-3332;20;23;17;44;29;04;skyware;35514-000;"Rua Antônio Pacheco";" 420 ";" Centro";ITAGUARA;"SL 4033";;
SES-SAIA-3247;19;46;26;43;55;28;patriot;33145-360;"Rua José Cândido Murta";" 260";;"SANTA LUZIA";"SL 4033";;
SES-SAIA-3248;19;46;15;43;56;09;skyware;33140-180;"Rua Estefânia Sales Sotero";" s/n";;"SANTA LUZIA";"SL 4033";;
SES-SAIA-3249;19;42;18;43;48;42;patriot;33055-000;"Rua Manoel Felix Homem";" 524";;"SANTA LUZIA";"SL 4033";;
SES-SAIA-3255;19;47;30;43;56;15;skyware;33125-110;"Av. Nossa Senhora da Conceição";" 70";;"SANTA LUZIA";"SL 4033";;
SES-COAO-0954;22;33;14;45;55;31;skyware;37670-000;"travessa José de Pinto Nogueira";;;CONSOLAÇÃO;"SL 4033";;
SES-SAIA-3254;19;45;54;43;55;47;patriot;33140-660;"Rua Maria do Carmo Castro";" 50";;"SANTA LUZIA";"SL 4033";;
SES-CAAS-0944;16;19;15;43;42;52;skyware;39445-000;"Rua 26";" 58 ";" Centro";"CAPITÃO ENÉAS";"SL 4035";"Satlink 4033";patriot
SES-HERA-3326;22;03;57;45;32;24;patriot;37484-000;"Rua Fernando José Ribeiro";" 67hr";;HELIODORA;"SL 4033";;
SES-LERA-3344;19;42;58;45;01;28;patriot;35657-000;"Rua Ernesto Ferreira";" 21";;"LEANDRO FERREIRA";"SL 4033";;
SES-RIES-0818;19;49;01;44;01;26;skyware;33943-470;"Rua Geraldino Rocha";" 180 ";" Felixlândia.";"RIBEIRÃO DAS NEVES";"SL 4033";;
SES-IAPU-3327;19;26;58;42;12;49;patriot;35190-000;"Rua Jaime Mafra";" 117";;IAPU;"SL 4033";;
SES-JAAR-3337;15;59;55;44;16;49;skyware;39335-000;"Rua Ulisses Guimarães";" 135";;JAPONVAR;"SL 4035";;
SES-JEIA-3340;21;59;52;45;17;24;skyware;37485-000;"Rua José Dias de Castro";" 74";;JESUÂNIA;"SL 4033";;
SES-LAAR-3343;18;10;40;46;48;23;patriot;38785-000;"Praça Magalhães Pinto";" 68";;LAGAMAR;"SL 4033";;
SES-SAIA-3232;19;46;30;43;56;34;patriot;33130-450;"Rua Poti";" 403";;"SANTA LUZIA";"SL 4033";;
SES-SAIA-3235;19;46;00;43;51;10;skyware;33015-420;"Rua Francisco Jerônimo da Silva";" 25";;"SANTA LUZIA";"SL 4033";;
SES-GUOR-3325;17;46;11;47;05;38;patriot;38570-000;"Rua Frei Cecilio";" 1375";;GUARDA-MOR;"SL 4033";;
SES-FEHO-3319;19;09;12;42;04;47;patriot;35135-000;"Rua Francisco Pereira Leite";" 113";;"FERNANDES TOURINHO";"SL 4033";;
SES-MAGA-3349;14;45;25;43;56;06;patriot;39460-000;"Rua Conselheiro Saraiva";" 40";;MANGA;"SL 4035";;
SES-ATIA-3352;18;17;44;41;08;43;patriot;39853-000;"Rua Angelo Ribeiro";" s/n";;ATALÉIA;"SL 4035";;
SES-CADE-3383;19;33;45;50;00;49;skyware;38270-000;"Rua 8";" 666";;"CAMPINA VERDE";"SL 4033";;
SES-SAIA-3245;19;17;00;43;51;38;patriot;33030-340;"Rua Baldim";" 891";;"SANTA LUZIA";"SL 4033";;
SES-ATIA-3357;18;02;07;41;06;22;patriot;39850-000;"Rua João J. de Almeida";" s/n";;ATALÉIA;"SL 4035";;
SES-CADE-3382;19;32;27;49;28;57;skyware;38270-000;"Av. 25";" 794";;"CAMPINA VERDE";"SL 4033";;
SES-DOCO-3259;16;39;07;46;16;18;patriot;38654-000;"Rua Maria Alves";" 416";;"DOM BOSCO";"SL 4033";;
SES-PAAO-3374;17;25;29;41;00;10;patriot;39814-000;"Rua Alagoas";" s/n";;PAVÃO;"SL 4035";;
SES-ATIA-3353;18;02;14;41;06;28;patriot;39850-000;"Rua João J. de Almeida";" 66";;ATALÉIA;"SL 4035";;
SES-ATIA-3355;18;02;52;41;06;46;patriot;39850-000;"Rua Projetada";" s/n";;ATALÉIA;"SL 4035";;
SES-CADE-3381;19;32;11;49;29;23;patriot;38270-000;"Rua 14";" 1132";;"CAMPINA VERDE";"SL 4033";;
SES-CAIS-3385;18;43;47;49;11;48;patriot;38380-000;"Rua Francisco Angelo Sobrinho";" 200";;CANÁPOLIS;"SL 4033";"Satlink 4033";patriot
SES-PAAO-3373;17;25;52;41;00;08;patriot;39814-000;"Av. Valdir Pinheiro Cangussu";" 99";;PAVÃO;"SL 4035";;
SES-CAIS-3386;18;43;08;49;12;14;skyware;38380-000;"Rua 13";" 355";;CANÁPOLIS;"SL 4033";;
SES-CAIS-3387;18;40;43;49;34;37;patriot;38360-000;"Rua Parreira";" 1500";;CAPINÓPOLIS;"SL 4033";;
SES-CADA-3378;18;30;59;49;30;02;skyware;38370-000;"Av. 5";" 52";;"CACHOEIRA DOURADA";"SL 4033";;
SES-CADA-3379;18;31;05;49;30;00;patriot;38370-000;"Av. das Nações";" 6";;"CACHOEIRA DOURADA";"SL 4033";;
SES-FRES-3372;16;53;20;40;55;34;skyware;39870-000;"Av. Minas Gerais";" 416";;"FRONTEIRA DOS VALES";"SL 4033";;
SES-CADE-3380;19;31;48;49;28;55;patriot;38270-000;"Av. Um";" 544";;"CAMPINA VERDE";"SL 4033";;
SES-ENAS-3503;20;40;05;44;03;58;patriot;35490-000;"Rua Maestro Benedito Lisboa";" 25";;"ENTRE RIOS DE MINAS";"SL 4033";;
SES-ITGI-3333;21;04;43;47;02;46;patriot;37955-000;"Rua Adolfo José de Paula";" 418  ";" Centro";ITAMOGI;"SL 4033";;
SES-LADA-3508;20;55;01;44;04;45;skyware;36345-000;"Praça Conego Agostinho";" 389";;"LAGOA DOURADA";"SL 4033";;
SES-BASO-3492;21;11;59;43;58;20;skyware;36212-000;"Av. Guanabara";" 300";;BARROSO;"SL 4033";;
SES-FRES-3371;16;53;08;40;45;39;patriot;39870-000;"A. Joaquim Pinheiro de Almeida";" s/n";;"FRONTEIRA DOS VALES";"SL 4033";;
SES-IJCI-3329;21;10;29;44;55;30;skyware;37205-000;"Rua João Francisco Lopes";" 430 – Centro";;IJACI;"SL 4033";;
SES-BASO-3494;21;11;59;43;59;28;patriot;36212-000;"Rua Ritápolis";" 12";;BARROSO;"SL 4033";;
SES-COAS-3496;21;07;49;44;28;38;patriot;36360-000;"Rua Maestro Mileto José Ambrósio";" 173";;"CONCEIÇÃO DA BARRA DE MINAS";"SL 4033";;
SES-SANO-3377;18;28;59;41;23;22;skyware;39848-000;"Rua Professor Antônio Bastos Braga";" 99";;"SÃO JOSÉ DO DIVINO";"SL 4035";;
SES-ITIM-3335;16;33;52;41;30;00;patriot;39625-000;"Rua da Bahia";" 420 ";" Centro";ITAOBIM;"SL 4035";;
SES-BASO-3495;21;09;58;40;58;15;skyware;36212-000;"Rua Berlim";" 57";;BARROSO;"SL 4033";;
SES-BEIS-3359;17;03;47;40;34;32;skyware;39875-000;"Rua Aparecido Gomes";" 407";;BERTÓPOLIS;"SL 4033";;
SES-CAIS-3388;18;41;29;49;34;02;skyware;38360-000;"Av. 117";" 179";;CAPINÓPOLIS;"SL 4033";;
SES-CAIS-3516;18;41;01;49;34;42;patriot;38360-000;"Av. Amazonas";" 138";;CAPINÓPOLIS;"SL 4033";;
SES-SAAS-3376;16;56;09;40;41;04;patriot;39874-000;"Rua Marechal Floriano Peixoto";" s/n";;"SANTA HELENA DE MINAS";"SL 4035";;
SES-BEIS-3358;17;03;51;40;34;20;patriot;39875-000;"Rua Governador Valadares";" s/n";;BERTÓPOLIS;"SL 4033";;
SES-CAIO-3363;18;14;20;41;43;33;patriot;39835-000;"Rua Hidebrando Cabral";" 387";;CAMPANÁRIO;"SL 4035";;
SES-SAAS-3375;16;56;09;40;41;05;patriot;39874-000;"Rua Princesa Isabel";" s/n";;"SANTA HELENA DE MINAS";"SL 4035";;
SES-PEDA-3572;20;49;47;42;09;59;patriot;36847-000;"Rua Alexandre Fava";" n 25";;"PEDRA DOURADA";"SL 4033";;
SES-CAIO-3362;18;14;20;41;43;33;skyware;39835-000;"Rua João Ferreira Coimbra";" 40";;CAMPANÁRIO;"SL 4033";;
SES-PAOS-3564;19;27;03;44;44;52;patriot;35669-000;"Avenida Arthur Bernardes";" 203";;PAPAGAIOS;"SL 4033";;
SES-PIDE-3531;21;28;04;44;11;38;skyware;36227-000;"Rua Isaac Teixeira de Andrade";" 59";;"PIEDADE DO RIO GRANDE";"SL 4033";;
SES-PIDE-3532;21;27;42;44;09;45;skyware;36227-000;"Rua João Eleotério";" s/n";;"PIEDADE DO RIO GRANDE";"SL 4033";"Satlink 4033";patriot
SES-PIDE-3533;21;28;09;44;11;36;patriot;36227-000;"Rua Francisco Monteiro";" 1";;"PIEDADE DO RIO GRANDE";"SL 4033";;
SES-RETA-3538;20;55;13;44;14;07;patriot;36340-000;"Rua das Rosas";" 55";;"RESENDE COSTA";"SL 4033";;
SES-BEIS-3361;16;56;00;40;30;24;patriot;39875-000;"Av. Belo Horizonte";" 25";;BERTÓPOLIS;"SL 4035";;
SES-SAEI-3546;22;08;30;44;15;27;patriot;36307-458;"Rua Tenente Mario Cesar Lopes";" 240";;"SÃO JOÃO DEL REI";"SL 4033";;
SES-SAEI-3548;21;08;28;44;16;29;patriot;36309-352;"Rua José Candido de Gouveia";" 72";;"SÃO JOÃO DEL REI";"SL 4033";;
SES-DOIO-0861;20;09;54;42;58;08;skyware;35440-000;"Rua GERALDINO LESSA";" 0 ";" CENTRO";"DOM SILVÉRIO";"SL 4033";;
SES-ENAS-3504;20;39;57;44;04;03;patriot;35490-000;"Praça Cassiano Campolina";" 17";;"ENTRE RIOS DE MINAS";"SL 4033";;
SES-ENAS-3505;20;41;08;44;03;09;patriot;35490-000;"Av. Sagrados Corações";" 1129";;"ENTRE RIOS DE MINAS";"SL 4033";;
SES-SAEI-3542;21;07;37;44;15;27;skyware;36300-382;"Praça Carmelo Cardoso";" 61";;"SÃO JOÃO DEL REI";"SL 4033";;
